kod;marka;model;nazwa;kategoria;zastosowanie;pewnosc;stare_zastosowanie
MO5_CCCZ22531580LHWW0;Continental;HSW2+ COACH;315/80R22.5 Continental HSW2+ COACH 156/150L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCZ22531560LSWS0;Continental;HSW2 SCANDINAVIA XL;315/60R22.5 Continental HSW2 SCANDINAVIA XL 154/150L 20PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCZ22529580MH2C2;Continental;HDW2 COACH;295/80R22.5 Continental HDW2 COACH 154/149M 16PR TL M+S 3PMSF;przemysłowe;All position;WZORZEC;Oś kierowana
MO5_CCCR225F3000KCD31;Continental;Conti CrossTrac HD3;13R22.5 Continental Conti CrossTrac HD3 156/150K 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR225F0000KT9C0;Continental;;10R22.5 Continental 140/138K 14PR TL M+S;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22538565K3CS0;Continental;Conti CrossTrac HS3;385/65R22.5 Continental Conti CrossTrac HS3 160K/158L 20PR M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22538565JHDC0;Continental;HDC;385/65R22.5 Continental HDC 164J 20PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531580MHD10;Continental;HDC1 napęd;315/80R22.5 Continental HDC1 napęd 156/150M 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531580MCD30;Continental;Conti CrossTrac HD3 napęd;315/80R22.5 Continental Conti CrossTrac HD3 napęd 156/150M 20PR TL M+S;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531580LHD50;Continental;CONTI ECO HD5;315/80R22.5 Continental CONTI ECO HD5 156/150L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531580LEPH0;Continental;CONTI ECOPLUS HD3+;315/80R22.5 Continental CONTI ECOPLUS HD3+ 156/150L 20PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531580K3CS0;Continental;CONTI CROSS TRAC HS3;315/80R22.5 Continental CONTI CROSS TRAC HS3 156/150K 20PR TL M+S 3PMS;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531570LHD50;Continental;CONTI ECO HD5;315/70R22.5 Continental CONTI ECO HD5 154/150L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22531560LHD50;Continental;CONTI ECO HD5;315/60R22.5 Continental CONTI ECO HD5 152/148L 20PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22529580MCRD0;Continental;CONTI ECOREGIONAL HD3;295/80R22.5 Continental CONTI ECOREGIONAL HD3 152/148M 16PR TL M+S 3PM;przemysłowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22529580MCC50;Continental;CONTI COACHREGIO HA3;295/80R22.5 Continental CONTI COACHREGIO HA3 154/149M 16PR TL M+S 3PMS;przemysłowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22529560LEPH0;Continental;CONTI ECOPLUS HD3+;295/60R22.5 Continental CONTI ECOPLUS HD3+ 150/147L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22529560LCES2;Continental;CONTI ECOPLUS HS3;295/60R22.5 Continental CONTI ECOPLUS HS3 150/147L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCCR22529555KCEH0;Continental;CONTI ECOPLUS HD3+;295/55R22.5 Continental CONTI ECOPLUS HD3+ 147/145K 16PR TL M+S 3PMSF;przemysłowe;All position;WZORZEC;Oś kierowana
MO5_CCCR19526570MUHA1;Continental;CONTI URBAN HA3;265/70R19.5 Continental CONTI URBAN HA3 140/138M 16PR TL M+S 3PMSF;przemysłowe;All position;WZORZEC;Oś kierowana
MO5_CCCR150A8200GHT90;Continental;HTR+;8.25R15 Continental HTR+ 143/141G 18PR TT M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO4_CCCZ22531580LHWW0;Continental;HSW2+ COACH;315/80R22.5 Continental HSW2+ COACH 156/150L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO4_CCCR22531580MHED0;Continental;HDC1 ED;315/80R22.5 Continental HDC1 ED 156/150M 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO4_CCCR22531570LHD50;Continental;CONTI ECO HD5;315/70R22.5 Continental CONTI ECO HD5 154/150L 18PR TL M+S 3PMSF;ciężarowe;All position;WZORZEC;Oś kierowana
MO3_4209030conti;Continental;Tractor 85;420/90R30 Continental Tractor 85 147A8/147B TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_9006038contiTM;Continental;TractorMaster;900/60R38 Continental 178D/181A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_6007030conti;Continental;TractorMaster;600/70R30 Continental 152D/155A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_6507538conti;Continental;TractorMaster;650/75R38 Continental 169D/172A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_8007032conti;Continental;CombineMaster;800/70R32 Continental 181A8/181B TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_5208546conti;Continental;Tractor 85;520/85R46 Continental Tractor 85 158A8/158B TL;rolnicze;All position;WZORZEC;Oś kierowana
MO3_6006534conti;Continental;TractorMaster;600/65R34 Continental 151D/154A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO2_06202050000;Continental;TRACTOR MASTER;600/65R28 Continental TRACTOR MASTER 154D/157A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO2_05153350000;Continental;Conti CrossTrac HS3;385/65R22.5 Continental Conti CrossTrac HS3 164K 20PR 3PMSF M+S FRONT;ciężarowe;All position;WZORZEC;Oś kierowana
MO2_05128730000;Continental;CONTI ECO HS 5;315/60R22.5 Continental CONTI ECO HS 5 154/150L 3PMSF M+S FRONT;ciężarowe;All position;WZORZEC;Oś kierowana
MO2_05128600000;Continental;CONTI ECO HS 5;385/65R22.5 Continental CONTI ECO HS 5 164K 3PMSF M+S FRONT;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_CCRR28054065DTMA0;Continental;TRACTOR MASTER;540/65R28 Continental TRACTOR MASTER 142D/145A8 TL;rolnicze;All position;WZORZEC;Oś kierowana
MO2_10336;Dayton;D800M;315/80R22.5 Dayton D800M 156K/150K FRONT;ciężarowe;All position;WZORZEC;Oś kierowana
MO3_31560225dd;Delcora;TRA-6;315/60R22.5 Delcora TRA-6 155D TL demo;ciężarowe;All position;WZORZEC;Oś kierowana
MO5_GNCZ22531580K3620;Dunlop;SP362 prowadząca;315/80R22.5 Dunlop SP362 prowadząca 156K/154L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCZ22529580M3620;Dunlop;SP362 prowadząca;295/80R22.5 Dunlop SP362 prowadząca 152/148M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR225F3000G3820;Dunlop;SP382;13R22.5 Dunlop SP382 156G/154K TL M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22538565KSP81;Dunlop;SP382;385/65R22.5 Dunlop SP382 160K/158L TL M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22538565K4360;Dunlop;SP346;385/65R22.5 Dunlop SP346 160K/158L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22538565K3621;Dunlop;SP362;385/65R22.5 Dunlop SP362 160K/158L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22531580M4360;Dunlop;SP346;315/80R22.5 Dunlop SP346 156L/154M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22531580KSP80;Dunlop;SP382;315/80R22.5 Dunlop SP382 156/150K TL M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22531570L3640;Dunlop;SP346+ HL;315/70R22.5 Dunlop SP346+ HL 156/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22531560L3640;Dunlop;SP346+ HL;315/60R22.5 Dunlop SP346+ HL 154/148L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR22529580M4360;Dunlop;SP346 HL;295/80R22.5 Dunlop SP346 HL 154/149M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR19530570M4360;Dunlop;SP346;305/70R19.5 Dunlop SP346 148/145M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR19528570L4361;Dunlop;SP346;285/70R19.5 Dunlop SP346 146L/144M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR19526570M4361;Dunlop;SP346;265/70R19.5 Dunlop SP346 140/138M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR19524570M4361;Dunlop;SP346;245/70R19.5 Dunlop SP346 136/134M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR17526570M4361;Dunlop;SP346;265/70R17.5 Dunlop SP346 139/136M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR17524570M4362;Dunlop;SP346;245/70R17.5 Dunlop SP346 136/134M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR17523575M4360;Dunlop;SP346;235/75R17.5 Dunlop SP346 132/130M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR17521575M4360;Dunlop;SP346;215/75R17.5 Dunlop SP346 126/124M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GNCR17520575M4360;Dunlop;SP346;205/75R17.5 Dunlop SP346 124/122M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GNCZ22531580K3620;Dunlop;SP362 prowadząca;315/80R22.5 Dunlop SP362 prowadząca 156K/154L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GNCR22538565K4360;Dunlop;SP346;385/65R22.5 Dunlop SP346 160K/158L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GNCR22531580M4360;Dunlop;SP346;315/80R22.5 Dunlop SP346 156L/154M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GNCR22531570L3640;Dunlop;SP346+ HL;315/70R22.5 Dunlop SP346+ HL 156/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GNCR17526570M4361;Dunlop;SP346;265/70R17.5 Dunlop SP346 139/136M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO2_594495;Dunlop;SP346;265/70R17.5 Dunlop SP346 139/136M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_581328;Dunlop;SP346+ HL;315/70R22.5 Dunlop SP346+ HL 156/150L 3PMSF FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_581326;Dunlop;SP346+ HL;315/60R22.5 Dunlop SP346+ HL 154/148L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_568905;Dunlop;SP346;385/65R22.5 Dunlop SP346 160K/158L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO5_FKCR22538565KI121;Falken;RI128 HL FRT;385/65R22.5 Falken RI128 HL FRT 164K TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_FKCR17521575MI151;Falken;RI151 HL;215/75R17.5 Falken RI151 HL 128/126M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO2_356991;Falken;RI151A;315/70R22.5 Falken RI151A 150L/150M 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_352707;Falken;RI151;315/80R22.5 Falken RI151 156/150L FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_351775;Falken;RI128;385/55R22.5 Falken RI128 160K/158L M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_339802;Falken;GI378;445/65R22.5 Falken GI378 169K 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_339795;Falken;RI151;265/70R17.5 Falken RI151 140/138M M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_339794;Falken;RI151;385/65R22.5 Falken RI151 164K 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_336875;Falken;RI151;205/75R17.5 Falken RI151 124M/122M 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_336807;Falken;RI128;385/65R22.5 Falken RI128 160K/158L M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_336786;Falken;RI151;245/70R17.5 Falken RI151 136/134M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335781;Falken;RI151;315/60R22.5 Falken RI151 154/148L 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335778;Falken;RI151;295/80R22.5 Falken RI151 154M/149M M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335336;Falken;RI151;265/70R19.5 Falken RI151 140/138M M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335334;Falken;RI151;285/70R19.5 Falken RI151 146/144M M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335296;Falken;RI151;385/55R22.5 Falken RI151 160K/158L M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_335295;Falken;RI151;385/65R22.5 Falken RI151 160K/158L M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_1370;Falken;RI151;205/75R17.5 Falken RI151 124/122M 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22538565K24F0;Firestone;FS424;385/65R22.5 Firestone FS424 160K TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22538555K24F0;Firestone;FS424;385/55R22.5 Firestone FS424 160K TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22531580L24F0;Firestone;FS424;315/80R22.5 Firestone FS424 156/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22531580KFS31;Firestone;FS833;315/80R22.5 Firestone FS833 156/150K TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22531570L24F0;Firestone;FS424;315/70R22.5 Firestone FS424 154/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR22529580M24F0;Firestone;FS424;295/80R22.5 Firestone FS424 152/148M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR19528570MFS10;Firestone;FS411;285/70R19.5 Firestone FS411 145/143M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR19526570MFS10;Firestone;FS411;265/70R19.5 Firestone FS411 140M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR19524570MFS10;Firestone;FS411;245/70R19.5 Firestone FS411 136/134M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR17524570MFS11;Firestone;FS411;245/70R17.5 Firestone FS411 136/134M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR17523575MFS10;Firestone;FS411;235/75R17.5 Firestone FS411 132/130M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR17522575MFS10;Firestone;FS411;225/75R17.5 Firestone FS411 129/127M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR17521575MFS10;Firestone;FS411;215/75R17.5 Firestone FS411 126/124M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_BFCR17520575MFS10;Firestone;FS411;205/75R17.5 Firestone FS411 124/122M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_BFCR22531570L24F0;Firestone;FS424;315/70R22.5 Firestone FS424 154/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_BFCR22529580M24F0;Firestone;FS424;295/80R22.5 Firestone FS424 152/148M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO2_31119;Firestone;FS411;245/70R17.5 Firestone FS411 136M/134M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_31117;Firestone;FS411;235/75R17.5 Firestone FS411 132M/130M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_27823;Firestone;FS424 EVO;385/65R22.5 Firestone FS424 EVO 164K 3PMSF M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO2_23435;Firestone;FS424 EVO;315/70R22.5 Firestone FS424 EVO 156L/150L M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_19733;Firestone;FS424;385/65R22.5 Firestone FS424 160K 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_19732;Firestone;FS424;315/70R22.5 Firestone FS424 154L/150L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_19731;Firestone;FS424;315/80R22.5 Firestone FS424 156L/150L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_19729;Firestone;FS424;385/55R22.5 Firestone FS424 160K/158L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_19728;Firestone;FS424;295/80R22.5 Firestone FS424 152/148M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_13488;Firestone;FS411;245/70R19.5 Firestone FS411 136M/134M 3PMSF FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_13484;Firestone;FS411;285/70R19.5 Firestone FS411 145M/146M FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_13482;Firestone;FS411;205/75R17.5 Firestone FS411 124/122M 3PMSF FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_11082;Firestone;FS411;265/70R19.5 Firestone FS411 140M/138M 3PMSF FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_11000;Firestone;FS411;215/75R17.5 Firestone FS411 126M/124M 3PMSF FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCZ22538565LWCC0;Fulda;WINTERCONTROL prowadząca;385/65R22.5 Fulda WINTERCONTROL prowadząca 160K1/58L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCZ22531580KWCC0;Fulda;WINTERCONTROL prowadzaca;315/80R22.5 Fulda WINTERCONTROL prowadzaca 156K/154L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCZ22531570LWCC0;Fulda;WINTERCONTROL prowadząca;315/70R22.5 Fulda WINTERCONTROL prowadząca 154K1/52L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCZ22529580LWCC0;Fulda;WINTERCONTROL prowadząca;295/80R22.5 Fulda WINTERCONTROL prowadząca 152/148L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22538565KRC30;Fulda;REGIOCONTROL 3;385/65R22.5 Fulda REGIOCONTROL 3 160K/158L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22531580LRC30;Fulda;REGIOCONTROL 3;315/80R22.5 Fulda REGIOCONTROL 3 156L/154M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22531580KVRC0;Fulda;VARIOCONTROL;315/80R22.5 Fulda VARIOCONTROL 156/150K TL M+S;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22531560LRC31;Fulda;REGIOCONTROL 3;315/60R22.5 Fulda REGIOCONTROL 3 152/148L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22531560LRC30;Fulda;REGIOCONTROL 3 HL;315/60R22.5 Fulda REGIOCONTROL 3 HL 152/148L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22529580MRC31;Fulda;REGIOCONTROL 3 HL;295/80R22.5 Fulda REGIOCONTROL 3 HL 154/149M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22529580MRC30;Fulda;REGIOCONTROL 3 HL;295/80R22.5 Fulda REGIOCONTROL 3 HL 154/149M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22513000LRCL0;Fulda;REGIOCONTROL;13R22.5 Fulda REGIOCONTROL 156/150L TL;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR22513000GVR20;Fulda;VARIOCONTROL 2;13R22.5 Fulda VARIOCONTROL 2 156/150G TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR19528570LRCL2;Fulda;REGIOCONTROL*;285/70R19.5 Fulda REGIOCONTROL* 146L/140M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR19526570MRCL3;Fulda;REGIOCONTROL*;265/70R19.5 Fulda REGIOCONTROL* 140/138M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR175D9500METR2;Fulda;ECOTRANS;9.5R17.5 Fulda ECOTRANS 129/127M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR17523575MRCL1;Fulda;REGIOCONTROL;235/75R17.5 Fulda REGIOCONTROL 132/130M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR17522575MRCL1;Fulda;REGIOCONTROL;225/75R17.5 Fulda REGIOCONTROL 129/127M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR17521575MRCL1;Fulda;REGIOCONTROL;215/75R17.5 Fulda REGIOCONTROL 126/124M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_GFCR17520575MRCL1;Fulda;REGIOCONTROL;205/75R17.5 Fulda REGIOCONTROL 124/122M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GFCR22531570LRC30;Fulda;REGIOCONTROL 3 HL;315/70R22.5 Fulda REGIOCONTROL 3 HL 156/150L TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_GFCR22529580MRC31;Fulda;REGIOCONTROL 3 HL;295/80R22.5 Fulda REGIOCONTROL 3 HL 154/149M TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO2_570198;Fulda;REGIOCONTROL 3;315/80R22.5 Fulda REGIOCONTROL 3 156L/154M 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR225F3000LGMA0;GOODTRIP;GMA30 ON-OFF ROAD;13R22.5 GOODTRIP GMA30 ON-OFF ROAD 156/153L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22538565KGHA0;GOODTRIP;GHA20;385/65R22.5 GOODTRIP GHA20 164K 24PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22531580LGMA0;GOODTRIP;GMA30 ON-OFF ROAD;315/80R22.5 GOODTRIP GMA30 ON-OFF ROAD 157/154L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22531580LGHA0;GOODTRIP;GHA20;315/80R22.5 GOODTRIP GHA20 157/154L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22531570MGHA0;GOODTRIP;GHA20;315/70R22.5 GOODTRIP GHA20 154/151M 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22531560LGHA0;GOODTRIP;GHA20;315/60R22.5 GOODTRIP GHA20 154/148L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22529580MGHA0;GOODTRIP;GHA20;295/80R22.5 GOODTRIP GHA20 154/149M 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR22529560KGHA0;GOODTRIP;GHA20;295/60R22.5 GOODTRIP GHA20 150/147K 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR19528570KGHA0;GOODTRIP;GHA20;285/70R19.5 GOODTRIP GHA20 150/148K 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR19524570MGHA1;GOODTRIP;GHA20;245/70R19.5 GOODTRIP GHA20 141/140M 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO5_EGCR19524570MGHA0;GOODTRIP;GHA20;245/70R19.5 GOODTRIP GHA20 136/134M 16PR TL M+S 3PMSF;przemysłowe;All position;PEWNE;Oś kierowana
MO5_EGCR17523575KGHA0;GOODTRIP;GHA20;235/75R17.5 GOODTRIP GHA20 143/141K 16PR TL M+S 3PMSF;przemysłowe;All position;PEWNE;Oś kierowana
MO5_EGCR17521575MGHA0;GOODTRIP;GHA20;215/75R17.5 GOODTRIP GHA20 128/126M 14PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR22538565KGHA0;GOODTRIP;GHA20;385/65R22.5 GOODTRIP GHA20 164K 24PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR22531580LGMA0;GOODTRIP;GMA30 ON-OFF ROAD;315/80R22.5 GOODTRIP GMA30 ON-OFF ROAD 157/154L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR22531580LGHA0;GOODTRIP;GHA20;315/80R22.5 GOODTRIP GHA20 157/154L 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR22531570MGHA0;GOODTRIP;GHA20;315/70R22.5 GOODTRIP GHA20 154/151M 20PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR22529580MGHA0;GOODTRIP;GHA20;295/80R22.5 GOODTRIP GHA20 154/149M 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR19528570KGHA0;GOODTRIP;GHA20;285/70R19.5 GOODTRIP GHA20 150/148K 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR19524570MGHA1;GOODTRIP;GHA20;245/70R19.5 GOODTRIP GHA20 141/140M 18PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO4_EGCR17521575MGHA0;GOODTRIP;GHA20;215/75R17.5 GOODTRIP GHA20 128/126M 14PR TL M+S 3PMSF;ciężarowe;All position;PEWNE;Oś kierowana
MO2_GOL0452;Goldencrown;AS121;295/60R22.5 Goldencrown AS121 150/147L 3PMSF M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_GOL0050;Goldencrown;AZ170;215/75R17.5 Goldencrown AZ170 128/126M M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
MO2_GOL0044;Goldencrown;AZ170;265/70R19.5 Goldencrown AZ170 143/141J M+S FRONT;ciężarowe;All position;PEWNE;Oś kierowana
